"trial_type","trial_index","time_elapsed","internal_node_id","task_version","rune","rune_set","hex","correct","choice","rt","accuracy","outcome","keys","total_keys","sub","block","trial","stimulus","robot","valence","action","sham"
"pit-trial","26","126391","0.0-26.0","battery-v0.2","n","elianto","#d1e6df","-1","-1","-1","1","+10","[]","0","3&age=8&participant_ID=5&order=1","2","46","1","2","win","no-go","0"
"pit-trial","27","131249","0.0-27.0","battery-v0.2","x","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","47","3","3","lose","go","1"
"pit-trial","28","136106","0.0-28.0","battery-v0.2","f","elianto","#d1e6df","32","-1","-1","0","+10","[]","0","3&age=8&participant_ID=5&order=1","2","48","2","1","win","go","1"
"pit-trial","29","140970","0.0-29.0","battery-v0.2","f","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","49","2","1","win","go","0"
"pit-trial","30","145832","0.0-30.0","battery-v0.2","q","elianto","#d1e6df","-1","-1","-1","1","+10","[]","0","3&age=8&participant_ID=5&order=1","2","50","0","2","win","no-go","0"
"pit-trial","31","150689","0.0-31.0","battery-v0.2","n","elianto","#d1e6df","-1","-1","-1","1","+10","[]","0","3&age=8&participant_ID=5&order=1","2","51","1","2","win","no-go","0"
"pit-trial","32","155546","0.0-32.0","battery-v0.2","x","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","52","3","3","lose","go","1"
"pit-trial","33","160402","0.0-33.0","battery-v0.2","f","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","53","2","1","win","go","0"
"pit-trial","34","165264","0.0-34.0","battery-v0.2","b","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","54","5","3","lose","go","1"
"pit-trial","35","170118","0.0-35.0","battery-v0.2","q","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","55","0","2","win","no-go","1"
"pit-trial","36","174985","0.0-36.0","battery-v0.2","t","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","56","4","4","lose","no-go","0"
"pit-trial","37","179840","0.0-37.0","battery-v0.2","q","elianto","#d1e6df","-1","-1","-1","1","+10","[]","0","3&age=8&participant_ID=5&order=1","2","57","0","2","win","no-go","0"
"pit-trial","38","184704","0.0-38.0","battery-v0.2","b","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","58","5","3","lose","go","0"
"pit-trial","39","189562","0.0-39.0","battery-v0.2","f","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","59","2","1","win","go","0"
"pit-trial","40","194421","0.0-40.0","battery-v0.2","t","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","60","4","4","lose","no-go","0"
"pit-trial","41","199276","0.0-41.0","battery-v0.2","f","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","61","2","1","win","go","0"
"pit-trial","42","204138","0.0-42.0","battery-v0.2","t","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","62","4","4","lose","no-go","0"
"pit-trial","43","208999","0.0-43.0","battery-v0.2","b","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","63","5","3","lose","go","0"
"pit-trial","44","213854","0.0-44.0","battery-v0.2","c","elianto","#d1e6df","-1","-1","-1","1","+10","[]","0","3&age=8&participant_ID=5&order=1","2","64","6","2","win","no-go","0"
"pit-trial","45","218711","0.0-45.0","battery-v0.2","c","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","65","6","2","win","no-go","1"
"pit-trial","46","223584","0.0-46.0","battery-v0.2","b","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","66","5","3","lose","go","0"
"pit-trial","47","228446","0.0-47.0","battery-v0.2","f","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","67","2","1","win","go","0"
"pit-trial","48","233300","0.0-48.0","battery-v0.2","t","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","68","4","4","lose","no-go","0"
"pit-trial","49","238156","0.0-49.0","battery-v0.2","t","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","69","4","4","lose","no-go","0"
"pit-trial","50","243011","0.0-50.0","battery-v0.2","b","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","70","5","3","lose","go","0"
"pit-trial","51","247868","0.0-51.0","battery-v0.2","c","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","71","6","2","win","no-go","1"
"pit-trial","52","252724","0.0-52.0","battery-v0.2","z","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","72","7","4","lose","no-go","0"
"pit-trial","53","257581","0.0-53.0","battery-v0.2","t","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","73","4","4","lose","no-go","0"
"pit-trial","54","262456","0.0-54.0","battery-v0.2","z","elianto","#d1e6df","-1","-1","-1","1","-10","[]","0","3&age=8&participant_ID=5&order=1","2","74","7","4","lose","no-go","1"
"pit-trial","55","267317","0.0-55.0","battery-v0.2","c","elianto","#d1e6df","-1","-1","-1","1","+10","[]","0","3&age=8&participant_ID=5&order=1","2","75","6","2","win","no-go","0"
"pit-trial","56","272184","0.0-56.0","battery-v0.2","b","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","76","5","3","lose","go","0"
"pit-trial","57","277045","0.0-57.0","battery-v0.2","z","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","77","7","4","lose","no-go","0"
"pit-trial","58","281908","0.0-58.0","battery-v0.2","b","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","78","5","3","lose","go","0"
"pit-trial","59","286768","0.0-59.0","battery-v0.2","t","elianto","#d1e6df","-1","-1","-1","1","-10","[]","0","3&age=8&participant_ID=5&order=1","2","79","4","4","lose","no-go","1"
"pit-trial","60","291623","0.0-60.0","battery-v0.2","c","elianto","#d1e6df","-1","-1","-1","1","+10","[]","0","3&age=8&participant_ID=5&order=1","2","80","6","2","win","no-go","0"
"pit-trial","61","296478","0.0-61.0","battery-v0.2","c","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","81","6","2","win","no-go","1"
"pit-trial","62","301336","0.0-62.0","battery-v0.2","b","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","82","5","3","lose","go","0"
"pit-trial","63","306193","0.0-63.0","battery-v0.2","t","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","83","4","4","lose","no-go","0"
"pit-trial","64","311056","0.0-64.0","battery-v0.2","z","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","84","7","4","lose","no-go","0"
"pit-trial","65","315915","0.0-65.0","battery-v0.2","t","elianto","#d1e6df","-1","-1","-1","1","-10","[]","0","3&age=8&participant_ID=5&order=1","2","85","4","4","lose","no-go","1"
"pit-trial","66","320784","0.0-66.0","battery-v0.2","c","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","86","6","2","win","no-go","1"
"pit-trial","67","325642","0.0-67.0","battery-v0.2","z","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","87","7","4","lose","no-go","0"
"pit-trial","68","330508","0.0-68.0","battery-v0.2","b","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","88","5","3","lose","go","1"
"pit-trial","69","335367","0.0-69.0","battery-v0.2","c","elianto","#d1e6df","-1","-1","-1","1","+10","[]","0","3&age=8&participant_ID=5&order=1","2","89","6","2","win","no-go","0"
"pit-trial","70","340227","0.0-70.0","battery-v0.2","t","elianto","#d1e6df","-1","-1","-1","1","-10","[]","0","3&age=8&participant_ID=5&order=1","2","90","4","4","lose","no-go","1"
"pit-trial","71","345084","0.0-71.0","battery-v0.2","z","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","91","7","4","lose","no-go","0"
"pit-trial","72","349941","0.0-72.0","battery-v0.2","b","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","92","5","3","lose","go","0"
"pit-trial","73","354800","0.0-73.0","battery-v0.2","z","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","93","7","4","lose","no-go","0"
"pit-trial","74","359657","0.0-74.0","battery-v0.2","c","elianto","#d1e6df","-1","-1","-1","1","+10","[]","0","3&age=8&participant_ID=5&order=1","2","94","6","2","win","no-go","0"
"pit-trial","75","364527","0.0-75.0","battery-v0.2","h","elianto","#d1e6df","-1","-1","-1","1","-10","[]","0","3&age=8&participant_ID=5&order=1","2","95","8","4","lose","no-go","1"
"pit-trial","76","369391","0.0-76.0","battery-v0.2","b","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","96","5","3","lose","go","0"
"pit-trial","77","374246","0.0-77.0","battery-v0.2","h","elianto","#d1e6df","-1","-1","-1","1","-10","[]","0","3&age=8&participant_ID=5&order=1","2","97","8","4","lose","no-go","1"
"pit-trial","78","379103","0.0-78.0","battery-v0.2","z","elianto","#d1e6df","-1","-1","-1","1","-10","[]","0","3&age=8&participant_ID=5&order=1","2","98","7","4","lose","no-go","1"
"pit-trial","79","383963","0.0-79.0","battery-v0.2","b","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","99","5","3","lose","go","0"
"pit-trial","80","388825","0.0-80.0","battery-v0.2","c","elianto","#d1e6df","-1","-1","-1","1","+10","[]","0","3&age=8&participant_ID=5&order=1","2","100","6","2","win","no-go","0"
"pit-trial","81","393681","0.0-81.0","battery-v0.2","c","elianto","#d1e6df","-1","-1","-1","1","+10","[]","0","3&age=8&participant_ID=5&order=1","2","101","6","2","win","no-go","0"
"pit-trial","82","398540","0.0-82.0","battery-v0.2","h","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","102","8","4","lose","no-go","0"
"pit-trial","83","403401","0.0-83.0","battery-v0.2","y","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","103","9","1","win","go","0"
"pit-trial","84","408258","0.0-84.0","battery-v0.2","r","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","104","10","3","lose","go","0"
"pit-trial","85","413115","0.0-85.0","battery-v0.2","y","elianto","#d1e6df","32","-1","-1","0","+10","[]","0","3&age=8&participant_ID=5&order=1","2","105","9","1","win","go","1"
"pit-trial","86","417977","0.0-86.0","battery-v0.2","c","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","106","6","2","win","no-go","1"
"pit-trial","87","422839","0.0-87.0","battery-v0.2","r","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","107","10","3","lose","go","0"
"pit-trial","88","427701","0.0-88.0","battery-v0.2","h","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","108","8","4","lose","no-go","0"
"pit-trial","89","432561","0.0-89.0","battery-v0.2","y","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","109","9","1","win","go","0"
"pit-trial","90","437419","0.0-90.0","battery-v0.2","r","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","110","10","3","lose","go","0"
"pit-trial","91","442273","0.0-91.0","battery-v0.2","h","elianto","#d1e6df","-1","-1","-1","1","-10","[]","0","3&age=8&participant_ID=5&order=1","2","111","8","4","lose","no-go","1"
"pit-trial","92","447127","0.0-92.0","battery-v0.2","m","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","112","11","1","win","go","0"
"pit-trial","93","451987","0.0-93.0","battery-v0.2","r","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","113","10","3","lose","go","0"
"pit-trial","94","456842","0.0-94.0","battery-v0.2","m","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","114","11","1","win","go","0"
"pit-trial","95","461701","0.0-95.0","battery-v0.2","h","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","115","8","4","lose","no-go","0"
"pit-trial","96","466558","0.0-96.0","battery-v0.2","y","elianto","#d1e6df","32","-1","-1","0","+10","[]","0","3&age=8&participant_ID=5&order=1","2","116","9","1","win","go","1"
"pit-trial","97","471414","0.0-97.0","battery-v0.2","r","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","117","10","3","lose","go","0"
"pit-trial","98","476274","0.0-98.0","battery-v0.2","y","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","118","9","1","win","go","0"
"pit-trial","99","481132","0.0-99.0","battery-v0.2","h","elianto","#d1e6df","-1","-1","-1","1","-10","[]","0","3&age=8&participant_ID=5&order=1","2","119","8","4","lose","no-go","1"
"pit-trial","100","486019","0.0-100.0","battery-v0.2","m","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","120","11","1","win","go","0"
"pit-trial","101","490876","0.0-101.0","battery-v0.2","h","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","121","8","4","lose","no-go","0"
"pit-trial","102","495734","0.0-102.0","battery-v0.2","r","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","122","10","3","lose","go","0"
"pit-trial","103","500588","0.0-103.0","battery-v0.2","m","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","123","11","1","win","go","0"
"pit-trial","104","505448","0.0-104.0","battery-v0.2","y","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","124","9","1","win","go","0"
"pit-trial","105","510311","0.0-105.0","battery-v0.2","y","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","125","9","1","win","go","0"
"pit-trial","106","515167","0.0-106.0","battery-v0.2","h","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","126","8","4","lose","no-go","0"
"pit-trial","107","520028","0.0-107.0","battery-v0.2","r","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","127","10","3","lose","go","0"
"pit-trial","108","524887","0.0-108.0","battery-v0.2","m","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","128","11","1","win","go","0"
"pit-trial","109","529745","0.0-109.0","battery-v0.2","y","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","129","9","1","win","go","0"
"pit-trial","110","534601","0.0-110.0","battery-v0.2","m","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","130","11","1","win","go","0"
"pit-trial","111","539460","0.0-111.0","battery-v0.2","h","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","131","8","4","lose","no-go","0"
"pit-trial","112","544315","0.0-112.0","battery-v0.2","r","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","132","10","3","lose","go","0"
"pit-trial","113","549173","0.0-113.0","battery-v0.2","h","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","133","8","4","lose","no-go","0"
"pit-trial","114","554034","0.0-114.0","battery-v0.2","m","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","134","11","1","win","go","0"
"pit-trial","115","558893","0.0-115.0","battery-v0.2","y","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","135","9","1","win","go","0"
"pit-trial","116","563749","0.0-116.0","battery-v0.2","r","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","136","10","3","lose","go","0"
"pit-trial","117","568603","0.0-117.0","battery-v0.2","h","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","137","8","4","lose","no-go","0"
"pit-trial","118","573459","0.0-118.0","battery-v0.2","m","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","138","11","1","win","go","0"
"pit-trial","119","578319","0.0-119.0","battery-v0.2","r","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","139","10","3","lose","go","0"
"pit-trial","120","583171","0.0-120.0","battery-v0.2","y","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","140","9","1","win","go","0"
"pit-trial","121","588041","0.0-121.0","battery-v0.2","l","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","3","141","1","3","lose","go","0"
"pit-trial","122","592898","0.0-122.0","battery-v0.2","g","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","3","142","3","1","win","go","0"
"pit-trial","123","597756","0.0-123.0","battery-v0.2","a","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","3","143","2","4","lose","no-go","0"
"pit-trial","124","602629","0.0-124.0","battery-v0.2","u","elianto","#d1e6df","-1","-1","-1","1","+10","[]","0","3&age=8&participant_ID=5&order=1","3","144","0","2","win","no-go","0"
"pit-trial","125","607488","0.0-125.0","battery-v0.2","a","elianto","#d1e6df","-1","-1","-1","1","-10","[]","0","3&age=8&participant_ID=5&order=1","3","145","2","4","lose","no-go","1"
"pit-trial","126","612345","0.0-126.0","battery-v0.2","g","elianto","#d1e6df","32","-1","-1","0","+10","[]","0","3&age=8&participant_ID=5&order=1","3","146","3","1","win","go","1"
"pit-trial","127","617202","0.0-127.0","battery-v0.2","l","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","3","147","1","3","lose","go","0"
"pit-trial","128","622057","0.0-128.0","battery-v0.2","u","elianto","#d1e6df","-1","-1","-1","1","+10","[]","0","3&age=8&participant_ID=5&order=1","3","148","0","2","win","no-go","0"
"pit-trial","129","626915","0.0-129.0","battery-v0.2","u","elianto","#d1e6df","-1","-1","-1","1","+10","[]","0","3&age=8&participant_ID=5&order=1","3","149","0","2","win","no-go","0"
"pit-trial","130","631777","0.0-130.0","battery-v0.2","g","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","3","150","3","1","win","go","0"
"pit-trial","131","636636","0.0-131.0","battery-v0.2","l","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","3","151","1","3","lose","go","0"
"pit-trial","132","641495","0.0-132.0","battery-v0.2","a","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","3","152","2","4","lose","no-go","0"
"pit-trial","133","646357","0.0-133.0","battery-v0.2","a","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","3","153","2","4","lose","no-go","0"
"pit-trial","134","651215","0.0-134.0","battery-v0.2","l","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","3","154","1","3","lose","go","0"
"pit-trial","135","656074","0.0-135.0","battery-v0.2","g","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","3","155","3","1","win","go","0"
"pit-trial","136","660931","0.0-136.0","battery-v0.2","u","elianto","#d1e6df","-1","-1","-1","1","+10","[]","0","3&age=8&participant_ID=5&order=1","3","156","0","2","win","no-go","0"
"pit-trial","137","665790","0.0-137.0","battery-v0.2","u","elianto","#d1e6df","-1","-1","-1","1","+10","[]","0","3&age=8&participant_ID=5&order=1","3","157","0","2","win","no-go","0"
"pit-trial","138","670652","0.0-138.0","battery-v0.2","a","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","3","158","2","4","lose","no-go","0"
"pit-trial","139","675516","0.0-139.0","battery-v0.2","g","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","3","159","3","1","win","go","0"
"pit-trial","140","680372","0.0-140.0","battery-v0.2","l","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","3","160","1","3","lose","go","0"
"pit-trial","141","685229","0.0-141.0","battery-v0.2","a","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","3","161","2","4","lose","no-go","0"
"pit-trial","142","690086","0.0-142.0","battery-v0.2","g","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","3","162","3","1","win","go","0"
"pit-trial","143","694947","0.0-143.0","battery-v0.2","u","elianto","#d1e6df","-1","-1","-1","1","+10","[]","0","3&age=8&participant_ID=5&order=1","3","163","0","2","win","no-go","0"
"pit-trial","144","699810","0.0-144.0","battery-v0.2","l","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","3","164","1","3","lose","go","0"
"pit-trial","145","704672","0.0-145.0","battery-v0.2","a","elianto","#d1e6df","-1","-1","-1","1","-10","[]","0","3&age=8&participant_ID=5&order=1","3","165","2","4","lose","no-go","1"
"pit-trial","146","709534","0.0-146.0","battery-v0.2","u","elianto","#d1e6df","-1","-1","-1","1","+10","[]","0","3&age=8&participant_ID=5&order=1","3","166","0","2","win","no-go","0"
"pit-trial","147","714392","0.0-147.0","battery-v0.2","l","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","3","167","1","3","lose","go","0"
