"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","responses","num_errors","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value","sub","trial","stimulus","robot","valence","action","sham"
"pit-trial","35","1188564","0.0-2.0-11.1-3.1","battery-v0.2","","","204.09999990463257","","","&#9761;","elianto","#3366ff99","-1"," ","0","+10","[1055.5]","1","0","2","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","36","1191841","0.0-2.0-11.1-4.1","battery-v0.2","","","420.10000002384186","","","&#9761;","elianto","#3366ff99","-1"," ","0","0","[1270.6000000238419]","1","0","2","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","37","1194811","0.0-2.0-11.2-0.2","battery-v0.2","","","113.89999997615814","","","&#9761;","elianto","#3366ff99","-1"," ","0","0","[964]","1","0","2","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","38","1199444","0.0-2.0-11.2-1.2","battery-v0.2","","","1777.8999999761581","","","&#9761;","elianto","#3366ff99","-1"," ","0","0","[2629.7000000476837]","1","0","2","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","39","1202526","0.0-2.0-11.2-2.2","battery-v0.2","","","227.10000002384186","","","&#9761;","elianto","#3366ff99","-1"," ","0","0","[1079.4000000953674,2822.9000000953674]","2","0","2","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","40","1206375","0.0-2.0-11.2-3.2","battery-v0.2","","","992.7999999523163","","","&#9761;","elianto","#3366ff99","-1"," ","0","+10","[1844.1000000238419]","1","0","2","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","41","1209538","0.0-2.0-11.2-4.2","battery-v0.2","","","305.7999999523163","","","&#9761;","elianto","#3366ff99","-1"," ","0","0","[448,1156.7999999523163]","2","0","2","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","42","1214392","0.0-2.0-11.3-0.3","battery-v0.2","","","-1","","","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[580.8999999761581]","1","0","2","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","43","1217782","0.0-2.0-11.3-1.3","battery-v0.2","","","536.2000000476837","","","&#9761;","elianto","#3366ff99","-1"," ","0","0","[1386.2999999523163]","1","0","2","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","44","1220900","0.0-2.0-11.3-2.3","battery-v0.2","","","261.5","","","&#9761;","elianto","#3366ff99","-1"," ","0","0","[1112.7000000476837]","1","0","2","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","45","1224243","0.0-2.0-11.3-3.3","battery-v0.2","","","484.90000009536743","","","&#9761;","elianto","#3366ff99","-1"," ","0","+10","[1336.7000000476837]","1","0","2","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","46","1227413","0.0-2.0-11.3-4.3","battery-v0.2","","","315.5","","","&#9761;","elianto","#3366ff99","-1"," ","0","0","[1166.3999999761581]","1","0","2","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","47","1230577","0.0-2.0-11.4-0.4","battery-v0.2","","","306.89999997615814","","","&#9761;","elianto","#3366ff99","-1"," ","0","0","[1157]","1","0","2","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","48","1234390","0.0-2.0-11.4-1.4","battery-v0.2","","","957.1000000238419","","","&#9761;","elianto","#3366ff99","-1"," ","0","0","[1807.7999999523163]","1","0","2","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","49","1237482","0.0-2.0-11.4-2.4","battery-v0.2","","","238.29999995231628","","","&#9761;","elianto","#3366ff99","-1"," ","0","0","[98.69999992847443,1088.6000000238419]","2","0","2","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","50","1240800","0.0-2.0-11.4-3.4","battery-v0.2","","","465.60000002384186","","","&#9761;","elianto","#3366ff99","-1"," ","0","+10","[1315.7000000476837]","1","0","2","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","51","1245113","0.0-2.0-11.4-4.4","battery-v0.2","","","1456","","","&#9761;","elianto","#3366ff99","-1"," ","0","0","[2306.600000023842]","1","0","2","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-instructions","52","1273934","0.0-2.0-11.4-5.4-0.4","battery-v0.2","","[{""page_index"":0,""viewing_time"":13958.299999952316},{""page_index"":1,""viewing_time"":6187.600000023842},{""page_index"":2,""viewing_time"":8673.899999976158}]","28820.100000023842","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","53","1277666","0.0-2.0-11.5-0.5","battery-v0.2","","","878.5","","","&#9761;","elianto","#3366ff99","-1"," ","0","0","[1729.8999999761581]","1","0","2","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","54","1282520","0.0-2.0-11.5-1.5","battery-v0.2","","","-1","","","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[]","0","0","2","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","55","1287378","0.0-2.0-11.5-2.5","battery-v0.2","","","-1","","","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[]","0","0","2","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","56","1292235","0.0-2.0-11.5-3.5","battery-v0.2","","","-1","","","&#9761;","elianto","#3366ff99","-1","-1","1","0","[]","0","0","2","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","57","1297089","0.0-2.0-11.5-4.5","battery-v0.2","","","-1","","","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[]","0","0","2","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"call-function","58","1297090","0.0-2.0-12.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","59","1359211","0.0-2.0-13.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":7580.100000023842},{""page_index"":1,""viewing_time"":19811.300000071526},{""page_index"":2,""viewing_time"":12172.399999976158},{""page_index"":3,""viewing_time"":15862.799999952316},{""page_index"":4,""viewing_time"":6692.700000047684}]","62119.60000002384","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","60","1363036","0.0-2.0-14.0-0.0","battery-v0.2","","","971.1999999284744","","","&#9826;","elianto","#f73b6a7A","-1"," ","0","-10","[1821.6999999284744]","1","0","3","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","61","1366223","0.0-2.0-14.0-1.0","battery-v0.2","","","331","","","&#9826;","elianto","#f73b6a7A","-1"," ","0","-10","[732,1181]","2","0","3","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","62","1371080","0.0-2.0-14.0-2.0","battery-v0.2","","","-1","","","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","0","3","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","63","1375937","0.0-2.0-14.0-3.0","battery-v0.2","","","-1","","","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","[]","0","0","3","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","64","1380795","0.0-2.0-14.0-4.0","battery-v0.2","","","-1","","","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","0","3","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","65","1385650","0.0-2.0-14.1-0.1","battery-v0.2","","","-1","","","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","0","3","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","66","1390506","0.0-2.0-14.1-1.1","battery-v0.2","","","-1","","","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","0","3","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","67","1395365","0.0-2.0-14.1-2.1","battery-v0.2","","","-1","","","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[4008.9000000953674]","1","0","3","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","68","1398488","0.0-2.0-14.1-3.1","battery-v0.2","","","268","","","&#9826;","elianto","#f73b6a7A","-1"," ","0","0","[657.3999999761581,1118.6000000238419]","2","0","3","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","69","1401669","0.0-2.0-14.1-4.1","battery-v0.2","","","327.2999999523163","","","&#9826;","elianto","#f73b6a7A","-1"," ","0","-10","[1179.3999999761581]","1","0","3","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","70","1406528","0.0-2.0-14.2-0.2","battery-v0.2","","","-1","","","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","0","3","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","71","1411387","0.0-2.0-14.2-1.2","battery-v0.2","","","-1","","","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","0","3","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","72","1416246","0.0-2.0-14.2-2.2","battery-v0.2","","","-1","","","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","0","3","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","73","1421099","0.0-2.0-14.2-3.2","battery-v0.2","","","-1","","","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","[]","0","0","3","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","74","1425956","0.0-2.0-14.2-4.2","battery-v0.2","","","-1","","","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","0","3","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"call-function","75","1425957","0.0-2.0-15.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","76","1472967","0.0-2.0-16.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":10186.200000047684},{""page_index"":1,""viewing_time"":4725},{""page_index"":0,""viewing_time"":6547.699999928474},{""page_index"":1,""viewing_time"":11137.600000023842},{""page_index"":2,""viewing_time"":6952.399999976158},{""page_index"":3,""viewing_time"":7459.200000047684}]","47008.5","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","77","1477184","0.0-2.0-17.0-0.0","battery-v0.2","","","1364","","","&#9789;","elianto","#f73b6a7A"," "," ","1","0","[2213.6999999284744]","1","0","4","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","78","1482044","0.0-2.0-17.0-1.0","battery-v0.2","","","-1","","","&#9789;","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","0","4","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","79","1485240","0.0-2.0-17.0-2.0","battery-v0.2","","","343","","","&#9789;","elianto","#f73b6a7A"," "," ","1","0","[1193.2999999523163]","1","0","4","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","80","1488840","0.0-2.0-17.0-3.0","battery-v0.2","","","745.6000000238419","","","&#9789;","elianto","#f73b6a7A"," "," ","1","-10","[1597]","1","0","4","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","81","1491861","0.0-2.0-17.0-4.0","battery-v0.2","","","164.19999992847443","","","&#9789;","elianto","#f73b6a7A"," "," ","1","0","[1014.6999999284744]","1","0","4","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","82","1496720","0.0-2.0-17.1-0.1","battery-v0.2","","","-1","","","&#9789;","elianto","#f73b6a7A"," ","-1","0","-10","[679.6000000238419,3008.4000000953674]","2","0","4","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","83","1501573","0.0-2.0-17.1-1.1","battery-v0.2","","","-1","","","&#9789;","elianto","#f73b6a7A"," ","-1","0","-10","[3617.1999999284744]","1","0","4","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","84","1506431","0.0-2.0-17.1-2.1","battery-v0.2","","","-1","","","&#9789;","elianto","#f73b6a7A"," ","-1","0","-10","[4457.399999976158]","1","0","4","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","85","1509450","0.0-2.0-17.1-3.1","battery-v0.2","","","167.10000002384186","","","&#9789;","elianto","#f73b6a7A"," "," ","1","-10","[1017.1000000238419,1533.8999999761581]","2","0","4","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","86","1512434","0.0-2.0-17.1-4.1","battery-v0.2","","","128","","","&#9789;","elianto","#f73b6a7A"," "," ","1","0","[979.5999999046326]","1","0","4","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","87","1515417","0.0-2.0-17.2-0.2","battery-v0.2","","","124.89999997615814","","","&#9789;","elianto","#f73b6a7A"," "," ","1","0","[976.0999999046326]","1","0","4","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","88","1518529","0.0-2.0-17.2-1.2","battery-v0.2","","","259.89999997615814","","","&#9789;","elianto","#f73b6a7A"," "," ","1","0","[1110]","1","0","4","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","89","1521571","0.0-2.0-17.2-2.2","battery-v0.2","","","185.39999997615814","","","&#9789;","elianto","#f73b6a7A"," "," ","1","0","[1035.7999999523163]","1","0","4","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","90","1524637","0.0-2.0-17.2-3.2","battery-v0.2","","","212.70000004768372","","","&#9789;","elianto","#f73b6a7A"," "," ","1","-10","[1065.2000000476837]","1","0","4","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","91","1527689","0.0-2.0-17.2-4.2","battery-v0.2","","","196.5","","","&#9789;","elianto","#f73b6a7A"," "," ","1","0","[1047.5]","1","0","4","999&age=19&gender=f&participant_ID=888","888","","","","","","","",""
"call-function","92","1527690","0.0-2.0-18.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","93","1642974","0.0-2.0-19.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":6557.5},{""page_index"":1,""viewing_time"":48116.89999997616},{""page_index"":2,""viewing_time"":14063},{""page_index"":3,""viewing_time"":7402.600000023842},{""page_index"":4,""viewing_time"":10428.899999976158},{""page_index"":5,""viewing_time"":9337.800000071526},{""page_index"":6,""viewing_time"":9270.100000023842},{""page_index"":7,""viewing_time"":6311.299999952316},{""page_index"":8,""viewing_time"":3791.2999999523163}]","115279.70000004768","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","94","1648915","0.0-2.0-20.0-0.0","battery-v0.2","","","5938.200000047684","[""UP""]","1","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","95","1652627","0.0-2.0-20.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":3693.399999976158}]","3693.6999999284744","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","96","1656666","0.0-2.0-20.0-2.0-0.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":4037.600000023842}]","4037.8000000715256","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","97","1661110","0.0-2.0-20.1-0.1","battery-v0.2","","","4441.700000047684","[""SPACE""]","0","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","98","1668130","0.0-2.0-20.1-1.1","battery-v0.2","","[{""page_index"":0,""viewing_time"":7001.200000047684}]","7001.399999976158","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","99","1674656","0.0-2.0-21.0-0.0","battery-v0.2","","","6522.5","[""-10""]","1","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","100","1678615","0.0-2.0-21.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":3941.7000000476837}]","3941.9000000953674","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","101","1683172","0.0-2.0-21.0-2.0-0.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":4554.699999928474}]","4555","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","102","1690001","0.0-2.0-21.1-0.1","battery-v0.2","","","6826.299999952316","[""10""]","0","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","103","1691666","0.0-2.0-21.1-1.1","battery-v0.2","","[{""page_index"":0,""viewing_time"":1646.2000000476837}]","1646.3999999761581","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","104","1698124","0.0-2.0-22.0-0.0","battery-v0.2","","","6455","[""0""]","0","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","105","1702500","0.0-2.0-22.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":4357.399999976158}]","4357.600000023842","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","106","1717531","0.0-2.0-23.0-0.0","battery-v0.2","","","15027.399999976158","[""False""]","1","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","107","1723618","0.0-2.0-23.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":6068}]","6068.200000047684","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","108","1724653","0.0-2.0-23.0-2.0-0.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1033.2999999523163}]","1033.5","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","109","1733316","0.0-2.0-23.1-0.1","battery-v0.2","","","8661","[""True""]","0","","","","","","","","","","","","","","","","","","","","",""
