"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value","responses","num_errors","sub","trial","stimulus","robot","valence","action","sham"
"pit-trial","11","117187","0.0-2.0-3.2-0.2","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","12","122045","0.0-2.0-3.3-0.3","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","13","126902","0.0-2.0-3.4-0.4","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-instructions","14","188532","0.0-2.0-4.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":2484},{""page_index"":1,""viewing_time"":4649},{""page_index"":2,""viewing_time"":4572},{""page_index"":3,""viewing_time"":1700},{""page_index"":4,""viewing_time"":1908},{""page_index"":5,""viewing_time"":2533},{""page_index"":6,""viewing_time"":3582},{""page_index"":7,""viewing_time"":5840},{""page_index"":8,""viewing_time"":3015},{""page_index"":9,""viewing_time"":2846.000000000029},{""page_index"":10,""viewing_time"":4318.999999999971},{""page_index"":11,""viewing_time"":1738},{""page_index"":12,""viewing_time"":3422},{""page_index"":13,""viewing_time"":1644},{""page_index"":14,""viewing_time"":3931.000000000029},{""page_index"":15,""viewing_time"":2934.999999999971},{""page_index"":16,""viewing_time"":6875},{""page_index"":17,""viewing_time"":3632}]","61626","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","15","191809","0.0-2.0-5.0-0.0","battery-v0.2","","","421","&#9776;","elianto","#3366ff99","32","32","1","+10","1270.999999999971","1","0","1","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","16","195060","0.0-2.0-5.0-1.0","battery-v0.2","","","394","&#9776;","elianto","#3366ff99","32","32","1","+10","1244","1","0","1","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","17","198298","0.0-2.0-5.0-2.0","battery-v0.2","","","381","&#9776;","elianto","#3366ff99","32","32","1","+10","1231","1","0","1","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","18","201572","0.0-2.0-5.0-3.0","battery-v0.2","","","417","&#9776;","elianto","#3366ff99","32","32","1","0","1267","1","0","1","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","19","204867","0.0-2.0-5.0-4.0","battery-v0.2","","","437","&#9776;","elianto","#3366ff99","32","32","1","+10","1288","1","0","1","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"call-function","20","204871","0.0-2.0-6.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","21","227436","0.0-2.0-7.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":3411},{""page_index"":1,""viewing_time"":4201},{""page_index"":2,""viewing_time"":2333},{""page_index"":3,""viewing_time"":3950.000000000029},{""page_index"":4,""viewing_time"":4203.999999999971},{""page_index"":5,""viewing_time"":4465}]","22564","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","22","230715","0.0-2.0-8.0-0.0","battery-v0.2","","","421.9999999999709","&#9761;","elianto","#3366ff99","-1","32","0","0","1272.999999999971","1","0","2","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","23","234009","0.0-2.0-8.0-1.0","battery-v0.2","","","435.9999999999709","&#9761;","elianto","#3366ff99","-1","32","0","0","1286.999999999971","1","0","2","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","24","238867","0.0-2.0-8.0-2.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","25","243724","0.0-2.0-8.0-3.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","26","248581","0.0-2.0-8.0-4.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","27","253439","0.0-2.0-8.1-0.1","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","28","258297","0.0-2.0-8.1-1.1","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","29","263154","0.0-2.0-8.1-2.1","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","30","268012","0.0-2.0-8.1-3.1","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","31","272870","0.0-2.0-8.1-4.1","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"call-function","32","272873","0.0-2.0-9.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","33","287533","0.0-2.0-10.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":3413},{""page_index"":1,""viewing_time"":2446},{""page_index"":2,""viewing_time"":2109},{""page_index"":3,""viewing_time"":3875},{""page_index"":4,""viewing_time"":2815}]","14659","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","34","290854","0.0-2.0-11.0-0.0","battery-v0.2","","","464","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1314","1","0","3","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","35","295711","0.0-2.0-11.0-1.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","36","300568","0.0-2.0-11.0-2.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","37","305426","0.0-2.0-11.0-3.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","38","310286","0.0-2.0-11.0-4.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"call-function","39","310290","0.0-2.0-12.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","40","320619","0.0-2.0-13.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":3842},{""page_index"":1,""viewing_time"":2566},{""page_index"":2,""viewing_time"":1305},{""page_index"":3,""viewing_time"":2614.000000000058}]","10328","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","41","323899","0.0-2.0-14.0-0.0","battery-v0.2","","","422","&#9789;","elianto","#f73b6a7A","32","32","1","0","1273","1","0","4","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","42","327143","0.0-2.0-14.0-1.0","battery-v0.2","","","388","&#9789;","elianto","#f73b6a7A","32","32","1","0","1239","1","0","4","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","43","330352","0.0-2.0-14.0-2.0","battery-v0.2","","","353","&#9789;","elianto","#f73b6a7A","32","32","1","0","1202.9999999999418","1","0","4","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","44","333626","0.0-2.0-14.0-3.0","battery-v0.2","","","415","&#9789;","elianto","#f73b6a7A","32","32","1","-10","1266","1","0","4","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","45","336919","0.0-2.0-14.0-4.0","battery-v0.2","","","437","&#9789;","elianto","#f73b6a7A","32","32","1","0","1286.9999999999418","1","0","4","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"call-function","46","336924","0.0-2.0-15.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","47","369291","0.0-2.0-16.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1923},{""page_index"":1,""viewing_time"":1956},{""page_index"":2,""viewing_time"":6726},{""page_index"":3,""viewing_time"":5834},{""page_index"":4,""viewing_time"":4883},{""page_index"":5,""viewing_time"":1916},{""page_index"":6,""viewing_time"":4053},{""page_index"":7,""viewing_time"":3303},{""page_index"":8,""viewing_time"":1773}]","32367","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","48","373669","0.0-2.0-17.0-0.0","battery-v0.2","","","4372","","","","","","","","","","","","","","","SPACE","0","","","","","","",""
"pit-instructions","49","375109","0.0-2.0-17.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1406}]","1407","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","50","381486","0.0-2.0-18.0-0.0","battery-v0.2","","","6371","","","","","","","","","","","","","","","10","0","","","","","","",""
"pit-instructions","51","382917","0.0-2.0-18.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1398}]","1399","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","52","390826","0.0-2.0-19.0-0.0","battery-v0.2","","","7903.000000000058","","","","","","","","","","","","","","","0","0","","","","","","",""
"pit-instructions","53","392201","0.0-2.0-19.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1343.0000000000582}]","1344","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","54","408958","0.0-2.0-20.0-0.0","battery-v0.2","","","16751","","","","","","","","","","","","","","","True","0","","","","","","",""
"pit-instructions","55","410317","0.0-2.0-20.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1325.9999999999418}]","1327","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","56","415347","0.0-2.0-21.0-0.0","battery-v0.2","","","5023","","","","","","","","","","","","","","","True","0","","","","","","",""
"pit-instructions","57","416707","0.0-2.0-21.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1324}]","1325","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","58","422854","0.0-2.0-22.0-0.0","battery-v0.2","","","6139.000000000058","","","","","","","","","","","","","","","True","0","","","","","","",""
"pit-instructions","59","424262","0.0-2.0-22.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1372.9999999999418}]","1372.9999999999418","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","60","428049","0.0-2.0-23.0-0.0","battery-v0.2","","","3781","","","","","","","","","","","","","","","False","0","","","","","","",""
"pit-instructions","61","429328","0.0-2.0-23.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1242}]","1243","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","62","438411","0.0-3.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1613},{""page_index"":1,""viewing_time"":2758},{""page_index"":2,""viewing_time"":4706}]","9077","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","63","441726","0.0-4.0","battery-v0.2","","","454","&#9730;","elianto","#3366ff99","32","32","1","+10","1305","1","1","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","1","1","1","win","go","0"
"pit-trial","64","445035","0.0-5.0","battery-v0.2","","","448","&#9733;","elianto","#3366ff99","-1","32","0","0","1299","1","1","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","2","2","2","win","no-go","0"
"pit-trial","65","448957","0.0-6.0","battery-v0.2","","","1061.9999999999418","&#9752;","elianto","#f73b6a7A","32","32","1","0","1911.9999999999418","1","1","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","3","3","3","lose","go","0"
"pit-trial","66","452381","0.0-7.0","battery-v0.2","","","565","&#9728;","elianto","#f73b6a7A","-1","32","0","-10","1416","1","1","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","4","0","4","lose","no-go","0"
"pit-trial","67","457242","0.0-8.0","battery-v0.2","","","-1","&#9728;","elianto","#f73b6a7A","-1","-1","1","-10","","0","1","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","5","0","4","lose","no-go","1"
"pit-trial","68","460922","0.0-9.0","battery-v0.2","","","820","&#9730;","elianto","#3366ff99","32","32","1","+10","1671","1","1","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","6","1","1","win","go","0"
"pit-trial","69","464633","0.0-10.0","battery-v0.2","","","853","&#9752;","elianto","#f73b6a7A","32","32","1","-10","1702.9999999999418","1","1","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","7","3","3","lose","go","1"
"pit-trial","70","468308","0.0-11.0","battery-v0.2","","","807","&#9733;","elianto","#3366ff99","-1","32","0","0","1658","1","1","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","8","2","2","win","no-go","0"
"pit-trial","71","473169","0.0-12.0","battery-v0.2","","","-1","&#9752;","elianto","#f73b6a7A","32","-1","0","0","","0","1","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","9","3","3","lose","go","1"
"pit-trial","72","476905","0.0-13.0","battery-v0.2","","","875","&#9730;","elianto","#3366ff99","32","32","1","0","1727","1","1","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","10","1","1","win","go","1"
"pit-trial","73","480480","0.0-14.0","battery-v0.2","","","715","&#9733;","elianto","#3366ff99","-1","32","0","0","1565","1","1","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","11","2","2","win","no-go","0"
"pit-trial","74","484002","0.0-15.0","battery-v0.2","","","661","&#9728;","elianto","#f73b6a7A","-1","32","0","-10","1512","1","1","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","12","0","4","lose","no-go","0"
"pit-trial","75","487592","0.0-16.0","battery-v0.2","","","729","&#9752;","elianto","#f73b6a7A","32","32","1","0","1581","1","1","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","13","3","3","lose","go","0"
"pit-trial","76","490983","0.0-17.0","battery-v0.2","","","530","&#9733;","elianto","#3366ff99","-1","32","0","0","1381","1","1","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","14","2","2","win","no-go","0"
"pit-trial","77","495843","0.0-18.0","battery-v0.2","","","-1","&#9728;","elianto","#f73b6a7A","-1","-1","1","0","","0","1","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","15","0","4","lose","no-go","0"
"pit-trial","78","499393","0.0-19.0","battery-v0.2","","","688.9999999999418","&#9730;","elianto","#3366ff99","32","32","1","+10","1539.9999999999418","1","1","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","16","1","1","win","go","0"
"pit-trial","79","504254","0.0-20.0","battery-v0.2","","","-1","&#9728;","elianto","#f73b6a7A","-1","-1","1","0","","0","1","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","17","0","4","lose","no-go","0"
"pit-trial","80","508014","0.0-21.0","battery-v0.2","","","901","&#9752;","elianto","#f73b6a7A","32","32","1","0","1750.9999999999418","1","1","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","18","3","3","lose","go","0"
"pit-trial","81","511589","0.0-22.0","battery-v0.2","","","715","&#9730;","elianto","#3366ff99","32","32","1","+10","1566","1","1","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","19","1","1","win","go","0"
"pit-trial","82","516448","0.0-23.0","battery-v0.2","","","-1","&#9733;","elianto","#3366ff99","-1","-1","1","+10","","0","1","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","20","2","2","win","no-go","0"
"pit-instructions","83","521546","0.0-24.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":2260},{""page_index"":1,""viewing_time"":2830.000000000058}]","5091.000000000058","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","84","525025","0.0-25.0","battery-v0.2","","","617.0000000000582","v","elianto","#3366ff99","-1","32","0","0","1468.0000000000582","1","2","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","21","0","2","win","no-go","0"
"pit-trial","85","528504","0.0-26.0","battery-v0.2","","","617","d","elianto","#f73b6a7A","-1","32","0","-10","1468","1","2","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","22","2","4","lose","no-go","0"
"pit-trial","86","531965","0.0-27.0","battery-v0.2","","","599","j","elianto","#f73b6a7A","32","32","1","0","1450","1","2","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","23","1","3","lose","go","0"
"pit-trial","87","535503","0.0-28.0","battery-v0.2","","","678","k","elianto","#3366ff99","32","32","1","0","1529","1","2","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","24","3","1","win","go","1"
"pit-trial","88","538929","0.0-29.0","battery-v0.2","","","567","d","elianto","#f73b6a7A","-1","32","0","-10","1417","1","2","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","25","2","4","lose","no-go","0"
"pit-trial","89","542501","0.0-30.0","battery-v0.2","","","715","j","elianto","#f73b6a7A","32","32","1","0","1566","1","2","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","26","1","3","lose","go","0"
"pit-trial","90","545841","0.0-31.0","battery-v0.2","","","479","k","elianto","#3366ff99","32","32","1","+10","1330","1","2","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","27","3","1","win","go","0"
"pit-trial","91","549261","0.0-32.0","battery-v0.2","","","560","v","elianto","#3366ff99","-1","32","0","0","1410","1","2","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","28","0","2","win","no-go","0"
"pit-trial","92","552769","0.0-33.0","battery-v0.2","","","648","v","elianto","#3366ff99","-1","32","0","0","1499","1","2","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","29","0","2","win","no-go","0"
"pit-trial","93","556215","0.0-34.0","battery-v0.2","","","587","k","elianto","#3366ff99","32","32","1","+10","1436.0000000001164","1","2","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","30","3","1","win","go","0"
"pit-trial","94","561076","0.0-35.0","battery-v0.2","","","-1","d","elianto","#f73b6a7A","-1","-1","1","0","","0","2","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","31","2","4","lose","no-go","0"
"pit-trial","95","564654","0.0-36.0","battery-v0.2","","","718","j","elianto","#f73b6a7A","32","32","1","-10","1569","1","2","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","32","1","3","lose","go","1"
"pit-trial","96","569515","0.0-37.0","battery-v0.2","","","-1","d","elianto","#f73b6a7A","-1","-1","1","0","","0","2","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","33","2","4","lose","no-go","0"
"pit-trial","97","574375","0.0-38.0","battery-v0.2","","","-1","v","elianto","#3366ff99","-1","-1","1","+10","","0","2","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","34","0","2","win","no-go","0"
"pit-trial","98","579235","0.0-39.0","battery-v0.2","","","-1","j","elianto","#f73b6a7A","32","-1","0","-10","","0","2","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","35","1","3","lose","go","0"
"pit-trial","99","582921","0.0-40.0","battery-v0.2","","","827","k","elianto","#3366ff99","32","32","1","+10","1677.0000000001164","1","2","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","36","3","1","win","go","0"
"pit-trial","100","587781","0.0-41.0","battery-v0.2","","","-1","v","elianto","#3366ff99","-1","-1","1","+10","","0","2","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","37","0","2","win","no-go","0"
"pit-trial","101","592641","0.0-42.0","battery-v0.2","","","-1","d","elianto","#f73b6a7A","-1","-1","1","0","","0","2","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","38","2","4","lose","no-go","0"
"pit-trial","102","596409","0.0-43.0","battery-v0.2","","","908","k","elianto","#3366ff99","32","32","1","+10","1759","1","2","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","39","3","1","win","go","0"
"pit-trial","103","601269","0.0-44.0","battery-v0.2","","","-1","j","elianto","#f73b6a7A","32","-1","0","-10","","0","2","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","40","1","3","lose","go","0"
"pit-trial","104","606130","0.0-45.0","battery-v0.2","","","-1","v","elianto","#3366ff99","-1","-1","1","+10","","0","2","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","41","0","2","win","no-go","0"
"pit-trial","105","610991","0.0-46.0","battery-v0.2","","","-1","d","elianto","#f73b6a7A","-1","-1","1","0","","0","2","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","42","2","4","lose","no-go","0"
"pit-trial","106","614372","0.0-47.0","battery-v0.2","","","522","j","elianto","#f73b6a7A","32","32","1","-10","1372","1","2","","","","","","","6109852c8ba8cc2fd06b4253&order=&STUDY_ID=61f02a8661f82b834564f044","43","1","3","lose","go","1"
