"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value"
"call-function","24","79434602","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","","","",""
"pit-instructions","25","79555900","0.0-1.0-6.0","battery-v0.2","[{""page_index"":0,""viewing_time"":56417.19999998808},{""page_index"":1,""viewing_time"":41394.60000002384},{""page_index"":2,""viewing_time"":12536.300000011921},{""page_index"":3,""viewing_time"":5095.800000011921},{""page_index"":4,""viewing_time"":5855.099999964237}]","121299.19999998808","","","","","","","","","","","","","",""
"pit-trial","26","79559689","0.0-1.0-7.0-0.0","battery-v0.2","","1285.5","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1785.6000000238419","1","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","27","79563110","0.0-1.0-7.0-1.0","battery-v0.2","","914","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1417.300000011921","1","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","28","79567616","0.0-1.0-7.0-2.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","29","79572123","0.0-1.0-7.0-3.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","30","79576629","0.0-1.0-7.0-4.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"call-function","31","79576632","0.0-1.0-8.0","battery-v0.2","","","","","","","","","","","","","","","",""
"pit-instructions","32","79585404","0.0-1.0-9.0","battery-v0.2","[{""page_index"":0,""viewing_time"":4439.800000011921},{""page_index"":1,""viewing_time"":3214.7999999523163},{""page_index"":2,""viewing_time"":1117.6000000238419}]","8772.5","","","","","","","","","","","","","",""
"pit-trial","33","79588463","0.0-1.0-10.0-0.0","battery-v0.2","","555.3000000119209","&#9789;","elianto","#f73b6a7A","32","32","1","0","1055.6000000238419","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","34","79591301","0.0-1.0-10.0-1.0","battery-v0.2","","333.69999998807907","&#9789;","elianto","#f73b6a7A","32","32","1","0","834.3999999761581","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","35","79595811","0.0-1.0-10.0-2.0","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","36","79600315","0.0-1.0-10.0-3.0","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","37","79604822","0.0-1.0-10.0-4.0","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","0","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","38","79609332","0.0-1.0-10.1-0.1","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","39","79613521","0.0-1.0-10.1-1.1","battery-v0.2","","1683.5","&#9789;","elianto","#f73b6a7A","32","32","1","0","2184.899999976158","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","40","79618029","0.0-1.0-10.1-2.1","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","41","79622537","0.0-1.0-10.1-3.1","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","42","79627045","0.0-1.0-10.1-4.1","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","0","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","43","79631551","0.0-1.0-10.2-0.2","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","44","79636057","0.0-1.0-10.2-1.2","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","45","79640567","0.0-1.0-10.2-2.2","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","46","79645076","0.0-1.0-10.2-3.2","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","47","79649582","0.0-1.0-10.2-4.2","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","0","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","48","79654090","0.0-1.0-10.3-0.3","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","49","79658601","0.0-1.0-10.3-1.3","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","50","79663108","0.0-1.0-10.3-2.3","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","51","79667613","0.0-1.0-10.3-3.3","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","52","79672116","0.0-1.0-10.3-4.3","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","0","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","53","79676627","0.0-1.0-10.4-0.4","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","54","79681133","0.0-1.0-10.4-1.4","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","55","79685641","0.0-1.0-10.4-2.4","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","56","79690147","0.0-1.0-10.4-3.4","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","57","79694654","0.0-1.0-10.4-4.4","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","0","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","58","79699163","0.0-1.0-10.5-0.5","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","59","79703670","0.0-1.0-10.5-1.5","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","60","79708180","0.0-1.0-10.5-2.5","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","61","79712686","0.0-1.0-10.5-3.5","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","62","79717192","0.0-1.0-10.5-4.5","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","0","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","63","79721700","0.0-1.0-10.6-0.6","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","64","79726209","0.0-1.0-10.6-1.6","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","65","79730715","0.0-1.0-10.6-2.6","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","66","79735224","0.0-1.0-10.6-3.6","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","67","79739732","0.0-1.0-10.6-4.6","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","0","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","68","79744235","0.0-1.0-10.7-0.7","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","69","79748741","0.0-1.0-10.7-1.7","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","70","79753251","0.0-1.0-10.7-2.7","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","71","79757758","0.0-1.0-10.7-3.7","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","72","79762265","0.0-1.0-10.7-4.7","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","0","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","73","79766774","0.0-1.0-10.8-0.8","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","74","79771283","0.0-1.0-10.8-1.8","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","75","79775791","0.0-1.0-10.8-2.8","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","76","79780295","0.0-1.0-10.8-3.8","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","77","79784803","0.0-1.0-10.8-4.8","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","0","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","78","79789311","0.0-1.0-10.9-0.9","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","79","79793821","0.0-1.0-10.9-1.9","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","80","79798331","0.0-1.0-10.9-2.9","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","81","79804085","0.0-1.0-10.9-3.9","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
