"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","sub","block","trial","stimulus","robot","valence","action","sham"
"pit-trial","33","196923","0.0-33.0","battery-v0.2","","","-1","v","elianto","#3366ff99","-1","-1","1","+10","[]","0","3&age=8&participant_ID=5&order=1","2","30","0","2","win","no-go","0"
"pit-trial","34","201787","0.0-34.0","battery-v0.2","","","-1","j","elianto","#f73b6a7A"," ","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","31","1","3","lose","go","1"
"pit-trial","35","206645","0.0-35.0","battery-v0.2","","","-1","d","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","32","2","4","lose","no-go","0"
"pit-trial","36","211503","0.0-36.0","battery-v0.2","","","-1","k","elianto","#3366ff99"," ","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","33","3","1","win","go","0"
"pit-trial","37","216363","0.0-37.0","battery-v0.2","","","-1","d","elianto","#f73b6a7A","-1","-1","1","-10","[]","0","3&age=8&participant_ID=5&order=1","2","34","2","4","lose","no-go","1"
"pit-trial","38","221222","0.0-38.0","battery-v0.2","","","-1","v","elianto","#3366ff99","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","35","0","2","win","no-go","1"
"pit-trial","39","226086","0.0-39.0","battery-v0.2","","","-1","j","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","36","1","3","lose","go","0"
"pit-trial","40","230949","0.0-40.0","battery-v0.2","","","-1","k","elianto","#3366ff99"," ","-1","0","+10","[]","0","3&age=8&participant_ID=5&order=1","2","37","3","1","win","go","1"
"pit-trial","41","235809","0.0-41.0","battery-v0.2","","","-1","v","elianto","#3366ff99","-1","-1","1","+10","[]","0","3&age=8&participant_ID=5&order=1","2","38","0","2","win","no-go","0"
"pit-trial","42","240667","0.0-42.0","battery-v0.2","","","-1","d","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","39","2","4","lose","no-go","0"
"pit-trial","43","245531","0.0-43.0","battery-v0.2","","","-1","j","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","40","1","3","lose","go","0"
"pit-trial","44","250395","0.0-44.0","battery-v0.2","","","-1","k","elianto","#3366ff99"," ","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","41","3","1","win","go","0"
"pit-trial","45","255259","0.0-45.0","battery-v0.2","","","-1","j","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","42","1","3","lose","go","0"
"pit-trial","46","260123","0.0-46.0","battery-v0.2","","","-1","v","elianto","#3366ff99","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","43","0","2","win","no-go","1"
"pit-trial","47","264987","0.0-47.0","battery-v0.2","","","-1","d","elianto","#f73b6a7A","-1","-1","1","-10","[]","0","3&age=8&participant_ID=5&order=1","2","44","2","4","lose","no-go","1"
"pit-trial","48","269851","0.0-48.0","battery-v0.2","","","-1","j","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","45","1","3","lose","go","0"
"pit-trial","49","274710","0.0-49.0","battery-v0.2","","","-1","v","elianto","#3366ff99","-1","-1","1","+10","[]","0","3&age=8&participant_ID=5&order=1","2","46","0","2","win","no-go","0"
"pit-trial","50","280275","0.0-50.0","battery-v0.2","","","-1","k","elianto","#3366ff99"," ","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","47","3","1","win","go","0"
"pit-trial","51","285248","0.0-51.0","battery-v0.2","","","-1","d","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","48","2","4","lose","no-go","0"
"pit-trial","52","291659","0.0-52.0","battery-v0.2","","","-1","v","elianto","#3366ff99","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","49","0","2","win","no-go","1"
"pit-trial","53","298290","0.0-53.0","battery-v0.2","","","-1","j","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","50","1","3","lose","go","0"
"pit-trial","54","304170","0.0-54.0","battery-v0.2","","","-1","k","elianto","#3366ff99"," ","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","51","3","1","win","go","0"
"pit-trial","55","310554","0.0-55.0","battery-v0.2","","","-1","d","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","52","2","4","lose","no-go","0"
"pit-trial","56","317691","0.0-56.0","battery-v0.2","","","-1","j","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","53","1","3","lose","go","0"
"pit-trial","57","324682","0.0-57.0","battery-v0.2","","","-1","w","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","54","5","4","lose","no-go","0"
"pit-trial","58","331598","0.0-58.0","battery-v0.2","","","-1","d","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","55","2","4","lose","no-go","0"
"pit-trial","59","338204","0.0-59.0","battery-v0.2","","","-1","e","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","56","4","3","lose","go","0"
"pit-trial","60","344796","0.0-60.0","battery-v0.2","","","-1","j","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","57","1","3","lose","go","0"
"pit-trial","61","351328","0.0-61.0","battery-v0.2","","","-1","w","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","58","5","4","lose","no-go","0"
"pit-trial","62","358394","0.0-62.0","battery-v0.2","","","-1","d","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","59","2","4","lose","no-go","0"
"pit-trial","63","365171","0.0-63.0","battery-v0.2","","","-1","e","elianto","#f73b6a7A"," ","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","60","4","3","lose","go","1"
"pit-trial","64","370211","0.0-64.0","battery-v0.2","","","-1","d","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","61","2","4","lose","no-go","0"
"pit-trial","65","376667","0.0-65.0","battery-v0.2","","","-1","w","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","2","62","5","4","lose","no-go","0"
"pit-trial","66","383927","0.0-66.0","battery-v0.2","","","-1","e","elianto","#f73b6a7A"," ","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","2","63","4","3","lose","go","1"
"pit-trial","67","391162","0.0-67.0","battery-v0.2","","","-1","s","elianto","#3366ff99","-1","-1","1","+10","[]","0","3&age=8&participant_ID=5&order=1","2","64","6","2","win","no-go","0"
"pit-trial","68","397441","0.0-68.0","battery-v0.2","","","-1","e","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","2","65","4","3","lose","go","0"
