"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","responses","num_errors","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value","sub","trial","stimulus","robot","valence","action","sham"
"pit-trial","191","1885100","0.0-132.0","battery-v0.2","","","-1","","","y","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=16&gender=f&participant_ID=888","128","9","1","win","go","0"
"pit-trial","192","1889960","0.0-133.0","battery-v0.2","","","-1","","","m","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=16&gender=f&participant_ID=888","129","11","1","win","go","0"
"pit-trial","193","1894817","0.0-134.0","battery-v0.2","","","-1","","","h","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","","","999&age=16&gender=f&participant_ID=888","130","8","4","lose","no-go","0"
"pit-trial","194","1899674","0.0-135.0","battery-v0.2","","","-1","","","r","elianto","#f73b6a7A"," ","-1","0","0","[]","0","2","","","","","999&age=16&gender=f&participant_ID=888","131","10","3","lose","go","1"
"pit-trial","195","1904533","0.0-136.0","battery-v0.2","","","-1","","","y","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=16&gender=f&participant_ID=888","132","9","1","win","go","0"
"pit-trial","196","1909391","0.0-137.0","battery-v0.2","","","-1","","","r","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","","","999&age=16&gender=f&participant_ID=888","133","10","3","lose","go","0"
"pit-trial","197","1914249","0.0-138.0","battery-v0.2","","","-1","","","h","elianto","#f73b6a7A","-1","-1","1","-10","[]","0","2","","","","","999&age=16&gender=f&participant_ID=888","134","8","4","lose","no-go","1"
"pit-trial","198","1919106","0.0-139.0","battery-v0.2","","","-1","","","y","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=16&gender=f&participant_ID=888","135","9","1","win","go","0"
"pit-trial","199","1923961","0.0-140.0","battery-v0.2","","","-1","","","m","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=16&gender=f&participant_ID=888","136","11","1","win","go","0"
"pit-trial","200","1930489","0.0-141.0","battery-v0.2","","","-1","","","y","elianto","#3366ff99"," ","-1","0","+10","[]","0","2","","","","","999&age=16&gender=f&participant_ID=888","137","9","1","win","go","1"
"pit-trial","201","1951040","0.0-142.0","battery-v0.2","","","-1","","","m","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=16&gender=f&participant_ID=888","138","11","1","win","go","0"
"pit-trial","202","1982171","0.0-143.0","battery-v0.2","","","-1","","","h","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","","","999&age=16&gender=f&participant_ID=888","139","8","4","lose","no-go","0"
"pit-trial","203","2036087","0.0-144.0","battery-v0.2","","","-1","","","r","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","","","999&age=16&gender=f&participant_ID=888","140","10","3","lose","go","0"
"pit-instructions","204","2113766","0.0-145.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":5939.000000000233},{""page_index"":1,""viewing_time"":9138.999999999767},{""page_index"":0,""viewing_time"":6866},{""page_index"":1,""viewing_time"":55714}]","77659","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","205","2117244","0.0-146.0","battery-v0.2","","","621","","","g","elianto","#3366ff99"," "," ","1","+10","[1472]","1","3","","","","","999&age=16&gender=f&participant_ID=888","141","3","1","win","go","0"
"pit-trial","206","2122100","0.0-147.0","battery-v0.2","","","-1","","","u","elianto","#3366ff99","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","142","0","2","win","no-go","1"
"pit-trial","207","2127857","0.0-148.0","battery-v0.2","","","-1","","","l","elianto","#f73b6a7A"," ","-1","0","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","143","1","3","lose","go","1"
"pit-trial","208","2136151","0.0-149.0","battery-v0.2","","","-1","","","a","elianto","#f73b6a7A","-1","-1","1","-10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","144","2","4","lose","no-go","1"
"pit-trial","209","2149585","0.0-150.0","battery-v0.2","","","-1","","","l","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","145","1","3","lose","go","0"
"pit-trial","210","2154441","0.0-151.0","battery-v0.2","","","-1","","","u","elianto","#3366ff99","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","146","0","2","win","no-go","1"
"pit-trial","211","2159301","0.0-152.0","battery-v0.2","","","-1","","","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","147","2","4","lose","no-go","0"
"pit-trial","212","2165700","0.0-153.0","battery-v0.2","","","-1","","","g","elianto","#3366ff99"," ","-1","0","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","148","3","1","win","go","0"
"pit-trial","213","2175207","0.0-154.0","battery-v0.2","","","-1","","","u","elianto","#3366ff99","-1","-1","1","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","149","0","2","win","no-go","0"
"pit-trial","214","2195008","0.0-155.0","battery-v0.2","","","-1","","","a","elianto","#f73b6a7A","-1","-1","1","-10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","150","2","4","lose","no-go","1"
"pit-trial","215","2227795","0.0-156.0","battery-v0.2","","","-1","","","g","elianto","#3366ff99"," ","-1","0","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","151","3","1","win","go","1"
"pit-trial","216","2277437","0.0-157.0","battery-v0.2","","","-1","","","l","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","152","1","3","lose","go","0"
"pit-trial","217","2282291","0.0-158.0","battery-v0.2","","","-1","","","g","elianto","#3366ff99"," ","-1","0","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","153","3","1","win","go","0"
"pit-trial","218","2287149","0.0-159.0","battery-v0.2","","","-1","","","u","elianto","#3366ff99","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","154","0","2","win","no-go","1"
"pit-trial","219","2292005","0.0-160.0","battery-v0.2","","","-1","","","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","155","2","4","lose","no-go","0"
"pit-trial","220","2296862","0.0-161.0","battery-v0.2","","","-1","","","l","elianto","#f73b6a7A"," ","-1","0","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","156","1","3","lose","go","1"
"pit-trial","221","2301717","0.0-162.0","battery-v0.2","","","-1","","","l","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","157","1","3","lose","go","0"
"pit-trial","222","2306571","0.0-163.0","battery-v0.2","","","-1","","","u","elianto","#3366ff99","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","158","0","2","win","no-go","1"
"pit-trial","223","2311431","0.0-164.0","battery-v0.2","","","-1","","","g","elianto","#3366ff99"," ","-1","0","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","159","3","1","win","go","1"
"pit-trial","224","2316289","0.0-165.0","battery-v0.2","","","-1","","","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","160","2","4","lose","no-go","0"
"pit-trial","225","2321148","0.0-166.0","battery-v0.2","","","-1","","","l","elianto","#f73b6a7A"," ","-1","0","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","161","1","3","lose","go","1"
"pit-trial","226","2326256","0.0-167.0","battery-v0.2","","","-1","","","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","162","2","4","lose","no-go","0"
"pit-trial","227","2339676","0.0-168.0","battery-v0.2","","","-1","","","u","elianto","#3366ff99","-1","-1","1","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","163","0","2","win","no-go","0"
"pit-trial","228","2356118","0.0-169.0","battery-v0.2","","","-1","","","g","elianto","#3366ff99"," ","-1","0","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","164","3","1","win","go","0"
"pit-trial","229","2364277","0.0-170.0","battery-v0.2","","","-1","","","u","elianto","#3366ff99","-1","-1","1","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","165","0","2","win","no-go","0"
"pit-trial","230","2369433","0.0-171.0","battery-v0.2","","","-1","","","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","166","2","4","lose","no-go","0"
"pit-trial","231","2396509","0.0-172.0","battery-v0.2","","","-1","","","l","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","167","1","3","lose","go","0"
"pit-trial","232","2400249","0.0-173.0","battery-v0.2","","","884","","","g","elianto","#3366ff99"," "," ","1","+10","[1733]","1","3","","","","","999&age=16&gender=f&participant_ID=888","168","3","1","win","go","0"
"pit-trial","233","2403315","0.0-174.0","battery-v0.2","","","206","","","l","elianto","#f73b6a7A"," "," ","1","-10","[1057]","1","3","","","","","999&age=16&gender=f&participant_ID=888","169","1","3","lose","go","1"
"pit-trial","234","2408174","0.0-175.0","battery-v0.2","","","-1","","","g","elianto","#3366ff99"," ","-1","0","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","170","3","1","win","go","0"
"pit-trial","235","2413031","0.0-176.0","battery-v0.2","","","-1","","","u","elianto","#3366ff99","-1","-1","1","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","171","0","2","win","no-go","0"
"pit-trial","236","2417885","0.0-177.0","battery-v0.2","","","-1","","","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","172","2","4","lose","no-go","0"
"pit-trial","237","2422741","0.0-178.0","battery-v0.2","","","-1","","","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","173","2","4","lose","no-go","0"
"pit-trial","238","2427600","0.0-179.0","battery-v0.2","","","-1","","","p","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","174","4","3","lose","go","0"
"pit-trial","239","2432457","0.0-180.0","battery-v0.2","","","-1","","","l","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","175","1","3","lose","go","0"
"pit-trial","240","2437315","0.0-181.0","battery-v0.2","","","-1","","","s","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","176","5","4","lose","no-go","0"
"pit-trial","241","2442173","0.0-182.0","battery-v0.2","","","-1","","","l","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","177","1","3","lose","go","0"
"pit-trial","242","2447032","0.0-183.0","battery-v0.2","","","-1","","","s","elianto","#f73b6a7A","-1","-1","1","-10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","178","5","4","lose","no-go","1"
"pit-trial","243","2451892","0.0-184.0","battery-v0.2","","","-1","","","p","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","179","4","3","lose","go","0"
"pit-trial","244","2456750","0.0-185.0","battery-v0.2","","","-1","","","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","180","2","4","lose","no-go","0"
"pit-trial","245","2461605","0.0-186.0","battery-v0.2","","","-1","","","p","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","181","4","3","lose","go","0"
"pit-trial","246","2466464","0.0-187.0","battery-v0.2","","","-1","","","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","182","2","4","lose","no-go","0"
"pit-trial","247","2471319","0.0-188.0","battery-v0.2","","","-1","","","s","elianto","#f73b6a7A","-1","-1","1","-10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","183","5","4","lose","no-go","1"
"pit-trial","248","2476177","0.0-189.0","battery-v0.2","","","-1","","","w","elianto","#3366ff99","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","184","6","2","win","no-go","1"
"pit-trial","249","2481036","0.0-190.0","battery-v0.2","","","-1","","","p","elianto","#f73b6a7A"," ","-1","0","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","185","4","3","lose","go","1"
"pit-trial","250","2485895","0.0-191.0","battery-v0.2","","","-1","","","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","186","2","4","lose","no-go","0"
"pit-trial","251","2491249","0.0-192.0","battery-v0.2","","","-1","","","w","elianto","#3366ff99","-1","-1","1","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","187","6","2","win","no-go","0"
"pit-trial","252","2503515","0.0-193.0","battery-v0.2","","","-1","","","s","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","188","5","4","lose","no-go","0"
"pit-trial","253","2511774","0.0-194.0","battery-v0.2","","","-1","","","e","elianto","#3366ff99"," ","-1","0","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","189","7","1","win","go","0"
"pit-trial","254","2519052","0.0-195.0","battery-v0.2","","","-1","","","p","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","190","4","3","lose","go","0"
"pit-trial","255","2524085","0.0-196.0","battery-v0.2","","","-1","","","w","elianto","#3366ff99","-1","-1","1","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","191","6","2","win","no-go","0"
"pit-trial","256","2533985","0.0-197.0","battery-v0.2","","","-1","","","s","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","192","5","4","lose","no-go","0"
"pit-trial","257","2539391","0.0-198.0","battery-v0.2","","","-1","","","w","elianto","#3366ff99","-1","-1","1","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","193","6","2","win","no-go","0"
"pit-trial","258","2544245","0.0-199.0","battery-v0.2","","","-1","","","p","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","194","4","3","lose","go","0"
"pit-trial","259","2553237","0.0-200.0","battery-v0.2","","","-1","","","s","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","195","5","4","lose","no-go","0"
"pit-trial","260","2573373","0.0-201.0","battery-v0.2","","","-1","","","e","elianto","#3366ff99"," ","-1","0","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","196","7","1","win","go","0"
"pit-trial","261","2613821","0.0-202.0","battery-v0.2","","","-1","","","w","elianto","#3366ff99","-1","-1","1","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","197","6","2","win","no-go","0"
"pit-trial","262","2689854","0.0-203.0","battery-v0.2","","","-1","","","p","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","198","4","3","lose","go","0"
"pit-trial","263","2694708","0.0-204.0","battery-v0.2","","","-1","","","e","elianto","#3366ff99"," ","-1","0","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","199","7","1","win","go","0"
"pit-trial","264","2699563","0.0-205.0","battery-v0.2","","","-1","","","s","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","200","5","4","lose","no-go","0"
"pit-trial","265","2704417","0.0-206.0","battery-v0.2","","","-1","","","w","elianto","#3366ff99","-1","-1","1","0","[3374]","1","3","","","","","999&age=16&gender=f&participant_ID=888","201","6","2","win","no-go","1"
"pit-trial","266","2707555","0.0-207.0","battery-v0.2","","","283","","","p","elianto","#f73b6a7A"," "," ","1","0","[1132.9999999995343]","1","3","","","","","999&age=16&gender=f&participant_ID=888","202","4","3","lose","go","0"
"pit-trial","267","2710680","0.0-208.0","battery-v0.2","","","267","","","s","elianto","#f73b6a7A","-1"," ","0","-10","[1118]","1","3","","","","","999&age=16&gender=f&participant_ID=888","203","5","4","lose","no-go","0"
"pit-trial","268","2713809","0.0-209.0","battery-v0.2","","","270","","","e","elianto","#3366ff99"," "," ","1","+10","[1120]","1","3","","","","","999&age=16&gender=f&participant_ID=888","204","7","1","win","go","0"
"pit-trial","269","2718394","0.0-210.0","battery-v0.2","","","1729","","","w","elianto","#3366ff99","-1"," ","0","+10","[2579]","1","3","","","","","999&age=16&gender=f&participant_ID=888","205","6","2","win","no-go","1"
"pit-trial","270","2721531","0.0-211.0","battery-v0.2","","","282","","","p","elianto","#f73b6a7A"," "," ","1","0","[1133]","1","3","","","","","999&age=16&gender=f&participant_ID=888","206","4","3","lose","go","0"
"pit-trial","271","2724617","0.0-212.0","battery-v0.2","","","230","","","s","elianto","#f73b6a7A","-1"," ","0","-10","[1080]","1","3","","","","","999&age=16&gender=f&participant_ID=888","207","5","4","lose","no-go","0"
"pit-trial","272","2727757","0.0-213.0","battery-v0.2","","","285.00000000046566","","","e","elianto","#3366ff99"," "," ","1","0","[1135.0000000004657]","1","3","","","","","999&age=16&gender=f&participant_ID=888","208","7","1","win","go","1"
"pit-trial","273","2730860","0.0-214.0","battery-v0.2","","","246","","","e","elianto","#3366ff99"," "," ","1","0","[1096]","1","3","","","","","999&age=16&gender=f&participant_ID=888","209","7","1","win","go","1"
"pit-trial","274","2733937","0.0-215.0","battery-v0.2","","","219","","","w","elianto","#3366ff99","-1"," ","0","0","[1069]","1","3","","","","","999&age=16&gender=f&participant_ID=888","210","6","2","win","no-go","0"
"pit-trial","275","2736933","0.0-216.0","battery-v0.2","","","138","","","s","elianto","#f73b6a7A","-1"," ","0","-10","[988]","1","3","","","","","999&age=16&gender=f&participant_ID=888","211","5","4","lose","no-go","0"
"pit-trial","276","2739946","0.0-217.0","battery-v0.2","","","154","","","p","elianto","#f73b6a7A"," "," ","1","0","[1006]","1","3","","","","","999&age=16&gender=f&participant_ID=888","212","4","3","lose","go","0"
"pit-trial","277","2742989","0.0-218.0","battery-v0.2","","","187.00000000046566","","","p","elianto","#f73b6a7A"," "," ","1","-10","[1037.0000000004657]","1","3","","","","","999&age=16&gender=f&participant_ID=888","213","4","3","lose","go","1"
"pit-trial","278","2746122","0.0-219.0","battery-v0.2","","","276","","","k","elianto","#3366ff99"," "," ","1","+10","[1125.9999999995343]","1","3","","","","","999&age=16&gender=f&participant_ID=888","214","8","1","win","go","0"
"pit-trial","279","2749198","0.0-220.0","battery-v0.2","","","221","","","w","elianto","#3366ff99","-1"," ","0","+10","[1071]","1","3","","","","","999&age=16&gender=f&participant_ID=888","215","6","2","win","no-go","1"
"pit-trial","280","2752160","0.0-221.0","battery-v0.2","","","102","","","e","elianto","#3366ff99"," "," ","1","+10","[952]","1","3","","","","","999&age=16&gender=f&participant_ID=888","216","7","1","win","go","0"
"pit-trial","281","2757173","0.0-222.0","battery-v0.2","","","-1","","","k","elianto","#3366ff99"," ","-1","0","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","217","8","1","win","go","1"
"pit-trial","282","2763278","0.0-223.0","battery-v0.2","","","-1","","","e","elianto","#3366ff99"," ","-1","0","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","218","7","1","win","go","0"
"pit-trial","283","2781963","0.0-224.0","battery-v0.2","","","-1","","","p","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","219","4","3","lose","go","0"
"pit-trial","284","2817046","0.0-225.0","battery-v0.2","","","-1","","","w","elianto","#3366ff99","-1","-1","1","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","220","6","2","win","no-go","0"
"pit-trial","285","2825684","0.0-226.0","battery-v0.2","","","-1","","","k","elianto","#3366ff99"," ","-1","0","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","221","8","1","win","go","0"
"pit-trial","286","2831166","0.0-227.0","battery-v0.2","","","-1","","","d","elianto","#3366ff99","-1","-1","1","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","222","9","2","win","no-go","0"
"pit-trial","287","2848915","0.0-228.0","battery-v0.2","","","-1","","","e","elianto","#3366ff99"," ","-1","0","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","223","7","1","win","go","1"
"pit-trial","288","2880504","0.0-229.0","battery-v0.2","","","-1","","","w","elianto","#3366ff99","-1","-1","1","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","224","6","2","win","no-go","0"
"pit-trial","289","2898378","0.0-230.0","battery-v0.2","","","-1","","","k","elianto","#3366ff99"," ","-1","0","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","225","8","1","win","go","1"
"pit-trial","290","2903412","0.0-231.0","battery-v0.2","","","-1","","","e","elianto","#3366ff99"," ","-1","0","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","226","7","1","win","go","0"
"pit-trial","291","2921365","0.0-232.0","battery-v0.2","","","-1","","","w","elianto","#3366ff99","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","227","6","2","win","no-go","1"
"pit-trial","292","2951501","0.0-233.0","battery-v0.2","","","-1","","","d","elianto","#3366ff99","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","228","9","2","win","no-go","1"
"pit-trial","293","3013795","0.0-234.0","battery-v0.2","","","-1","","","d","elianto","#3366ff99","-1","-1","1","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","229","9","2","win","no-go","0"
"pit-trial","294","3093782","0.0-235.0","battery-v0.2","","","-1","","","k","elianto","#3366ff99"," ","-1","0","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","230","8","1","win","go","0"
"pit-trial","295","3131427","0.0-236.0","battery-v0.2","","","-1","","","j","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","231","10","3","lose","go","0"
"pit-trial","296","3137874","0.0-237.0","battery-v0.2","","","-1","","","v","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","232","11","4","lose","no-go","0"
"pit-trial","297","3157332","0.0-238.0","battery-v0.2","","","-1","","","d","elianto","#3366ff99","-1","-1","1","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","233","9","2","win","no-go","0"
"pit-trial","298","3169824","0.0-239.0","battery-v0.2","","","-1","","","k","elianto","#3366ff99"," ","-1","0","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","234","8","1","win","go","1"
"pit-trial","299","3178112","0.0-240.0","battery-v0.2","","","-1","","","v","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","235","11","4","lose","no-go","0"
"pit-trial","300","3193825","0.0-241.0","battery-v0.2","","","-1","","","j","elianto","#f73b6a7A"," ","-1","0","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","236","10","3","lose","go","1"
"pit-trial","301","3225765","0.0-242.0","battery-v0.2","","","-1","","","k","elianto","#3366ff99"," ","-1","0","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","237","8","1","win","go","1"
"pit-trial","302","3293768","0.0-243.0","battery-v0.2","","","-1","","","d","elianto","#3366ff99","-1","-1","1","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","238","9","2","win","no-go","0"
"pit-trial","303","3383760","0.0-244.0","battery-v0.2","","","-1","","","v","elianto","#f73b6a7A","-1","-1","1","-10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","239","11","4","lose","no-go","1"
"pit-trial","304","3429407","0.0-245.0","battery-v0.2","","","-1","","","j","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","240","10","3","lose","go","0"
"pit-trial","305","3434260","0.0-246.0","battery-v0.2","","","-1","","","v","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","241","11","4","lose","no-go","0"
"pit-trial","306","3439118","0.0-247.0","battery-v0.2","","","-1","","","d","elianto","#3366ff99","-1","-1","1","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","242","9","2","win","no-go","0"
"pit-trial","307","3443976","0.0-248.0","battery-v0.2","","","-1","","","k","elianto","#3366ff99"," ","-1","0","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","243","8","1","win","go","0"
"pit-trial","308","3448835","0.0-249.0","battery-v0.2","","","-1","","","j","elianto","#f73b6a7A"," ","-1","0","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","244","10","3","lose","go","1"
"pit-trial","309","3453693","0.0-250.0","battery-v0.2","","","-1","","","k","elianto","#3366ff99"," ","-1","0","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","245","8","1","win","go","0"
"pit-trial","310","3458549","0.0-251.0","battery-v0.2","","","-1","","","j","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","246","10","3","lose","go","0"
"pit-trial","311","3463404","0.0-252.0","battery-v0.2","","","-1","","","d","elianto","#3366ff99","-1","-1","1","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","247","9","2","win","no-go","0"
"pit-trial","312","3468259","0.0-253.0","battery-v0.2","","","-1","","","v","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","248","11","4","lose","no-go","0"
"pit-trial","313","3473118","0.0-254.0","battery-v0.2","","","-1","","","d","elianto","#3366ff99","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","249","9","2","win","no-go","1"
"pit-trial","314","3477977","0.0-255.0","battery-v0.2","","","-1","","","v","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","250","11","4","lose","no-go","0"
"pit-trial","315","3482834","0.0-256.0","battery-v0.2","","","-1","","","k","elianto","#3366ff99"," ","-1","0","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","251","8","1","win","go","1"
"pit-trial","316","3487693","0.0-257.0","battery-v0.2","","","-1","","","j","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","252","10","3","lose","go","0"
"pit-trial","317","3492550","0.0-258.0","battery-v0.2","","","-1","","","d","elianto","#3366ff99","-1","-1","1","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","253","9","2","win","no-go","0"
"pit-trial","318","3497404","0.0-259.0","battery-v0.2","","","-1","","","v","elianto","#f73b6a7A","-1","-1","1","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","254","11","4","lose","no-go","0"
"pit-trial","319","3502260","0.0-260.0","battery-v0.2","","","-1","","","j","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","255","10","3","lose","go","0"
"pit-trial","320","3507114","0.0-261.0","battery-v0.2","","","-1","","","k","elianto","#3366ff99"," ","-1","0","0","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","256","8","1","win","go","0"
"pit-trial","321","3511970","0.0-262.0","battery-v0.2","","","-1","","","d","elianto","#3366ff99","-1","-1","1","+10","[]","0","3","","","","","999&age=16&gender=f&participant_ID=888","257","9","2","win","no-go","0"
