"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","responses","num_errors","age","subject","participantId","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value"
"pit-trial","91","842170","0.0-2.0-11.6-2.6","battery-v0.2","","","500.09999999962747","","","12","998","1184","&#9761;","elianto","#3366ff99","-1"," ","0","0","[1350.7000000011176]","1","0","2",""
"pit-trial","92","845772","0.0-2.0-11.6-3.6","battery-v0.2","","","745.9000000003725","","","12","998","1184","&#9761;","elianto","#3366ff99","-1"," ","0","+10","[1595.8999999985099]","1","0","2",""
"pit-trial","93","850627","0.0-2.0-11.6-4.6","battery-v0.2","","","-1","","","12","998","1184","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[3302.5999999996275]","1","0","2",""
"pit-trial","94","854117","0.0-2.0-11.7-0.7","battery-v0.2","","","633.3000000007451","","","12","998","1184","&#9761;","elianto","#3366ff99","-1"," ","0","0","[1483.4000000003725]","1","0","2",""
"pit-trial","95","857668","0.0-2.0-11.7-1.7","battery-v0.2","","","694.8000000007451","","","12","998","1184","&#9761;","elianto","#3366ff99","-1"," ","0","0","[1546.5999999996275]","1","0","2",""
"pit-trial","96","861398","0.0-2.0-11.7-2.7","battery-v0.2","","","874.2000000011176","","","12","998","1184","&#9761;","elianto","#3366ff99","-1"," ","0","0","[1724.199999999255]","1","0","2",""
"pit-trial","97","865524","0.0-2.0-11.7-3.7","battery-v0.2","","","1271.300000000745","","","12","998","1184","&#9761;","elianto","#3366ff99","-1"," ","0","+10","[2121.5]","1","0","2",""
"pit-trial","98","869224","0.0-2.0-11.7-4.7","battery-v0.2","","","844","","","12","998","1184","&#9761;","elianto","#3366ff99","-1"," ","0","0","[1694.199999999255]","1","0","2",""
"pit-trial","99","874080","0.0-2.0-11.8-0.8","battery-v0.2","","","-1","","","12","998","1184","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[3458.5999999996275]","1","0","2",""
"pit-trial","100","878093","0.0-2.0-11.8-1.8","battery-v0.2","","","1158.5","","","12","998","1184","&#9761;","elianto","#3366ff99","-1"," ","0","0","[2008.5999999996275]","1","0","2",""
"pit-trial","101","881678","0.0-2.0-11.8-2.8","battery-v0.2","","","729.7999999988824","","","12","998","1184","&#9761;","elianto","#3366ff99","-1"," ","0","0","[1580.0999999996275]","1","0","2",""
"pit-trial","102","885260","0.0-2.0-11.8-3.8","battery-v0.2","","","725.9000000003725","","","12","998","1184","&#9761;","elianto","#3366ff99","-1"," ","0","+10","[1578.800000000745]","1","0","2",""
"pit-trial","103","890115","0.0-2.0-11.8-4.8","battery-v0.2","","","-1","","","12","998","1184","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[3377.4000000003725]","1","0","2",""
"pit-trial","104","894969","0.0-2.0-11.9-0.9","battery-v0.2","","","-1","","","12","998","1184","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[3528.9000000003725]","1","0","2",""
"pit-trial","105","899824","0.0-2.0-11.9-1.9","battery-v0.2","","","-1","","","12","998","1184","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[3560.300000000745]","1","0","2",""
"pit-trial","106","904678","0.0-2.0-11.9-2.9","battery-v0.2","","","-1","","","12","998","1184","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[]","0","0","2",""
"pit-trial","107","907927","0.0-2.0-11.9-3.9","battery-v0.2","","","395.09999999962747","","","12","998","1184","&#9761;","elianto","#3366ff99","-1"," ","0","+10","[802.2999999988824,1245.0999999996275]","2","0","2",""
"pit-trial","108","910986","0.0-2.0-11.9-4.9","battery-v0.2","","","204.90000000037253","","","12","998","1184","&#9761;","elianto","#3366ff99","-1"," ","0","0","[1055.5]","1","0","2",""
"pit-trial","109","914420","0.0-2.0-11.10-0.10","battery-v0.2","","","579.2999999988824","","","12","998","1184","&#9761;","elianto","#3366ff99","-1"," ","0","0","[1429.699999999255]","1","0","2",""
"pit-trial","110","919274","0.0-2.0-11.10-1.10","battery-v0.2","","","-1","","","12","998","1184","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[3399.2000000011176]","1","0","2",""
"pit-trial","111","922677","0.0-2.0-11.10-2.10","battery-v0.2","","","546.5","","","12","998","1184","&#9761;","elianto","#3366ff99","-1"," ","0","0","[1399]","1","0","2",""
"pit-trial","112","926649","0.0-2.0-11.10-3.10","battery-v0.2","","","1117.2000000011176","","","12","998","1184","&#9761;","elianto","#3366ff99","-1"," ","0","+10","[1967.4000000003725]","1","0","2",""
"pit-trial","113","930535","0.0-2.0-11.10-4.10","battery-v0.2","","","1032.5","","","12","998","1184","&#9761;","elianto","#3366ff99","-1"," ","0","0","[1882.7000000011176]","1","0","2",""
"pit-trial","114","934314","0.0-2.0-11.11-0.11","battery-v0.2","","","923.3000000007451","","","12","998","1184","&#9761;","elianto","#3366ff99","-1"," ","0","0","[1773.4000000003725]","1","0","2",""
"pit-trial","115","939168","0.0-2.0-11.11-1.11","battery-v0.2","","","-1","","","12","998","1184","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[]","0","0","2",""
"pit-trial","116","942558","0.0-2.0-11.11-2.11","battery-v0.2","","","535.5999999996275","","","12","998","1184","&#9761;","elianto","#3366ff99","-1"," ","0","0","[212.59999999962747,1385.699999999255]","2","0","2",""
"pit-trial","117","947413","0.0-2.0-11.11-3.11","battery-v0.2","","","-1","","","12","998","1184","&#9761;","elianto","#3366ff99","-1","-1","1","0","[]","0","0","2",""
"pit-trial","118","952267","0.0-2.0-11.11-4.11","battery-v0.2","","","-1","","","12","998","1184","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[3547.7000000011176]","1","0","2",""
"pit-trial","119","955406","0.0-2.0-11.12-0.12","battery-v0.2","","","281.2000000011176","","","12","998","1184","&#9761;","elianto","#3366ff99","-1"," ","0","0","[1134]","1","0","2",""
"pit-trial","120","960261","0.0-2.0-11.12-1.12","battery-v0.2","","","-1","","","12","998","1184","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[482.69999999925494]","1","0","2",""
"pit-trial","121","963395","0.0-2.0-11.12-2.12","battery-v0.2","","","278.30000000074506","","","12","998","1184","&#9761;","elianto","#3366ff99","-1"," ","0","0","[267.5,765.8000000007451,1128.800000000745]","3","0","2",""
"pit-trial","122","966952","0.0-2.0-11.12-3.12","battery-v0.2","","","703.3000000007451","","","12","998","1184","&#9761;","elianto","#3366ff99","-1"," ","0","+10","[1553.4000000003725]","1","0","2",""
"pit-trial","123","971040","0.0-2.0-11.12-4.12","battery-v0.2","","","1233.5999999996275","","","12","998","1184","&#9761;","elianto","#3366ff99","-1"," ","0","0","[2083.800000000745]","1","0","2",""
"call-function","124","971043","0.0-2.0-12.0","battery-v0.2","","","","","","","","","","","","","","","","","","","",""
