"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","age","subject","participantId","value"
"pit-trial","17","1098464","0.0-1.0-7.0-1.0","battery-v0.2","","759.6999999880791","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","2261.100000023842","1","0","3","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","18","1102810","0.0-1.0-7.0-2.0","battery-v0.2","","839.3999999761581","&#9826;","elianto","#f73b6a7A","-1","32","0","0","2340.699999988079","1","0","3","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","19","1110018","0.0-1.0-7.0-3.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","20","1115838","0.0-1.0-7.0-4.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","21","1121345","0.0-1.0-7.1-0.1","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","22","1126852","0.0-1.0-7.1-1.1","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","23","1132355","0.0-1.0-7.1-2.1","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","24","1136108","0.0-1.0-7.1-3.1","battery-v0.2","","247.30000001192093","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1747.199999988079","1","0","3","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","25","1141614","0.0-1.0-7.1-4.1","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","26","1147125","0.0-1.0-7.2-0.2","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","27","1152628","0.0-1.0-7.2-1.2","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","28","1158133","0.0-1.0-7.2-2.2","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","29","1163638","0.0-1.0-7.2-3.2","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","30","1169148","0.0-1.0-7.2-4.2","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","14","3&age=14&participant_ID=5&order=1","5",""
"call-function","31","1169149","0.0-1.0-8.0","battery-v0.2","","","","","","","","","","","","","","","","",""
