"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId"
"pit-trial","15","78261","0.0-1.0-1.2-3.2","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999"
"pit-trial","16","83121","0.0-1.0-1.2-4.2","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999"
"pit-trial","17","87976","0.0-1.0-1.3-0.3","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999"
"pit-trial","18","92832","0.0-1.0-1.3-1.3","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999"
"pit-trial","19","97689","0.0-1.0-1.3-2.3","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999"
"pit-trial","20","102547","0.0-1.0-1.3-3.3","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999"
"pit-trial","21","107405","0.0-1.0-1.3-4.3","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999"
"pit-trial","22","112262","0.0-1.0-1.4-0.4","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999"
"pit-trial","23","117119","0.0-1.0-1.4-1.4","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999"
"pit-trial","24","121977","0.0-1.0-1.4-2.4","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999"
"pit-trial","25","126835","0.0-1.0-1.4-3.4","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999"
"pit-trial","26","131690","0.0-1.0-1.4-4.4","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999"
"pit-instructions","27","151379","0.0-1.0-1.4-5.4-0.4","battery-v0.2","[{""page_index"":0,""viewing_time"":5851},{""page_index"":1,""viewing_time"":4684.400000095367},{""page_index"":2,""viewing_time"":9152.900000095367}]","19688.60000014305","","","","","","","","","","","","",""
